Ticket #,Customer Complaint,Date,Date_month_year,Time,Received Via,City,State,Zip code,Status,Filing on Behalf of Someone
264114,300GB/month data cap 'trial' for several years now,29-04-15,29-Apr-15,1:26:32 PM,Customer Care Call,Marietta,Georgia,30062,Closed,No
286994,Comcast data usage cap,13-05-15,13-May-15,2:54:18 AM,Internet,Marietta,Georgia,30068,Open,No
292968,Comcast Data Caps,16-05-15,16-May-15,12:19:09 AM,Customer Care Call,Marietta,Georgia,30067,Solved,No
293411,"Comcast and their ""data limit""",16-05-15,16-May-15,2:57:30 PM,Internet,Marietta,Georgia,30066,Solved,Yes
295614,Comcast refuses to honor a plan that one of their sales reps offered,18-05-15,18-May-15,5:11:06 PM,Internet,Marietta,Georgia,30066,Solved,No
316247,Comcast,06-01-15,06-Jan-15,9:39:09 AM,Internet,Marietta,Georgia,30066,Closed,No
326514,Data Cap imposed without notice,06-06-15,06-Jun-15,6:08:52 AM,Internet,Marietta,Georgia,30066,Solved,No
329684,Comcast charging over $600 for data,06-08-15,06-Aug-15,10:53:54 PM,Customer Care Call,Marietta,Georgia,30067,Closed,No
354546,Comcast/Xfinity,21-06-15,21-Jun-15,10:51:49 AM,Customer Care Call,Marietta,Georgia,30067,Solved,No
358050,Comcast Business Internet,23-06-15,23-Jun-15,12:17:42 PM,Internet,Marietta,Georgia,30062,Solved,No
362909,Comcast 300GB data cap,24-06-15,24-Jun-15,5:19:51 PM,Customer Care Call,Marietta,Georgia,30066,Solved,No
366944,Comcast Charges,25-06-15,25-Jun-15,7:56:22 PM,Internet,Marietta,Georgia,30062,Solved,No
367546,Overcharged Internet Billing,26-06-15,26-Jun-15,9:47:15 AM,Internet,Marietta,Georgia,30068,Open,No
368500,Comcast 300Gb Data Cap,26-06-15,26-Jun-15,2:57:56 PM,Internet,Marietta,Georgia,30066,Solved,No
371385,Comcast - Billing Practices,28-06-15,28-Jun-15,11:14:57 PM,Customer Care Call,Marietta,Georgia,30064,Open,No
318574,Comcast Billing and Service Issues,06-02-15,06-Feb-15,12:07:56 PM,Customer Care Call,Markham,Illinois,60428,Open,No
359592,Intermittent poor service,23-06-15,23-Jun-15,5:52:17 PM,Internet,Marlborough,Connecticut,6447,Open,No
281940,Inconsistent and poor internet performance,05-09-15,05-Sep-15,2:51:48 PM,Customer Care Call,Marlton,New Jersey,5053,Closed,No
367321,Internet performance (latency/bandwidth) substantially below what I'm paying for for weeks,26-06-15,26-Jun-15,1:45:58 AM,Internet,Martinez,California,94553,Open,No
224222,Comcast endless problems,04-08-15,04-Aug-15,2:07:47 PM,Internet,Martinez,Georgia,30907,Closed,No
218696,Internet connection delibrately slowed down,04-05-15,04-May-15,10:06:33 PM,Internet,Martinez,Georgia,30907,Closed,No
249355,Comcast - Customer Service/Technical Service Inferiority,22-04-15,22-Apr-15,1:38:59 AM,Customer Care Call,Martinsburg,West Virginia,25403,Closed,No
337071,Comcast cable outage,06-12-15,06-Dec-15,1:40:52 PM,Customer Care Call,Martinsburg,West Virginia,25405,Solved,No
236299,service not disconnected as requested. overcharged and overpaid as a result.,15-04-15,15-Apr-15,7:58:43 AM,Customer Care Call,Maryland Heights,Missouri,10701,Closed,No
340647,comcast service,15-06-15,15-Jun-15,11:00:19 AM,Customer Care Call,Marysville,California,95901,Solved,No
372859,INFINITY / COMCAST,29-06-15,29-Jun-15,4:10:08 PM,Customer Care Call,Marysville,Washington,98271,Solved,No
291044,Datacaps,14-05-15,14-May-15,8:42:22 PM,Customer Care Call,Maynardville,Tennessee,37807,Open,No
246635,Comcast Internet Speeds,21-04-15,21-Apr-15,11:02:40 AM,Customer Care Call,Maywood,New Jersey,7607,Closed,Yes
306219,Comcast - internet service complaint,25-05-15,25-May-15,9:20:40 PM,Internet,Mccordsville,Indiana,46055,Open,No
328801,NO Comcast-- Uverse,06-08-15,06-Aug-15,3:41:26 PM,Internet,Mcdonough,Georgia,30253,Closed,No
211775,Horrible Service,04-01-15,04-Jan-15,12:28:58 PM,Customer Care Call,Mckeesport,Pennsylvania,15132,Closed,No
316927,Comcast- Internet,06-01-15,06-Jan-15,2:21:30 PM,Customer Care Call,Mckeesport,Pennsylvania,15132,Closed,No
335859,internet,06-11-15,06-Nov-15,7:47:29 PM,Internet,Mechanicsburg,Pennsylvania,17050,Solved,Yes
337869,Wasted Time and money!,06-12-15,06-Dec-15,4:50:15 PM,Customer Care Call,Medley,Florida,33178,Solved,No
334514,billing issues,06-11-15,06-Nov-15,11:40:59 AM,Internet,Melvindale,Michigan,48122,Solved,No
215077,Forced to pay for Home Security Services that are inactive bundled with my internet services,04-02-15,04-Feb-15,5:46:46 PM,Customer Care Call,Memphis,Tennessee,38111,Closed,No
243364,Comcast data caps,18-04-15,18-Apr-15,8:55:05 PM,Internet,Memphis,Tennessee,38119,Closed,Yes
252934,Comcast,23-04-15,23-Apr-15,3:33:57 PM,Customer Care Call,Memphis,Tennessee,38104,Closed,No
265590,Comcast data cap limit,29-04-15,29-Apr-15,10:49:16 PM,Internet,Memphis,Tennessee,38104,Closed,No
270239,invalid sercice,05-02-15,05-Feb-15,5:56:40 PM,Customer Care Call,Memphis,Tennessee,38111,Solved,No
270240,invalid sercice,05-02-15,05-Feb-15,5:56:41 PM,Customer Care Call,Memphis,Tennessee,38111,Closed,No
304454,Comcast data caps,23-05-15,23-May-15,12:23:38 AM,Customer Care Call,Memphis,Tennessee,38111,Open,No
325445,Stop the data caps of Comcast,06-05-15,06-May-15,2:06:03 PM,Customer Care Call,Memphis,Tennessee,38111,Closed,No
333786,Lack of communication and poor customer service,06-10-15,06-Oct-15,7:55:27 PM,Internet,Memphis,Tennessee,38115,Open,No
353177,Comcast Data Cap,19-06-15,19-Jun-15,9:06:34 PM,Internet,Memphis,Tennessee,38016,Solved,No
363094,Comcast Overpricing,24-06-15,24-Jun-15,6:23:10 PM,Customer Care Call,Memphis,Tennessee,38105,Open,No
361037,Comcast Rates,24-06-15,24-Jun-15,9:42:09 AM,Customer Care Call,Memphis,Tennessee,38117,Solved,No
375276,Comcast Data Cap,30-06-15,30-Jun-15,3:54:17 PM,Internet,Memphis,Tennessee,38115,Pending,No
214998,Comcast refuse to honor agreed upon price / promotion,04-02-15,04-Feb-15,5:08:11 PM,Internet,Menlo Park,California,94025,Closed,No
358746,Comcast slowing down,23-06-15,23-Jun-15,2:47:27 PM,Customer Care Call,Menlo Park,California,94025,Solved,No
365162,Unfair billing practices,25-06-15,25-Jun-15,1:50:03 PM,Internet,Meriden,New Hampshire,3770,Solved,No
372223,Poor Customer Service with Comcast,29-06-15,29-Jun-15,1:14:58 PM,Customer Care Call,Meridian,Mississippi,39307,Open,No
357976,Comcast has turned my business account to third-party collections when I legitimately canceled my contract per the terms,23-06-15,23-Jun-15,12:03:16 PM,Customer Care Call,Metairie,Louisiana,70003,Solved,No
351053,"Comcast still billing, after account is closed and paid",19-06-15,19-Jun-15,8:53:04 AM,Internet,Mexico,New York,13114,Solved,No
230370,comcast deceving upgrade without request,04-11-15,04-Nov-15,11:29:04 AM,Customer Care Call,Miami,Florida,33177,Closed,Yes
239218,Comcast service issues.,16-04-15,16-Apr-15,1:06:07 PM,Customer Care Call,Miami,Florida,33111,Closed,No
240653,"comcast internet, telephone, TV service",16-04-15,16-Apr-15,10:13:04 PM,Customer Care Call,Miami,Florida,33133,Closed,No
215922,Not receiving internet and harrassing phone calls,04-03-15,04-Mar-15,10:35:40 AM,Customer Care Call,Miami,Florida,33132,Closed,No
263934,Internet service,29-04-15,29-Apr-15,12:30:58 PM,Internet,Miami,Florida,33172,Closed,No
265456,comcast complaint,29-04-15,29-Apr-15,9:07:55 PM,Internet,Miami,Florida,33147,Closed,No
279363,Comcast is terrible,05-07-15,05-Jul-15,8:59:18 PM,Internet,Miami,Florida,33186,Solved,No
282265,Comcast Internet Poor Service,05-09-15,05-Sep-15,11:04:43 PM,Customer Care Call,Miami,Florida,33176,Open,No
282025,Charged for Cable Modem Rental that I have owned for 8 years,05-09-15,05-Sep-15,4:03:56 PM,Internet,Miami,Florida,33157,Open,No
291461,Monthly charge for a Modem,15-05-15,15-May-15,11:11:38 AM,Customer Care Call,Miami,Florida,33169,Solved,No
293037,Comcast service,16-05-15,16-May-15,7:46:28 AM,Customer Care Call,Miami,Florida,33177,Closed,No
293038,Comcast service,16-05-15,16-May-15,7:46:32 AM,Customer Care Call,Miami,Florida,33177,Closed,No
301242,COMCAST,21-05-15,21-May-15,1:07:43 PM,Internet,Miami,Florida,33128,Solved,No
320355,exaggerated bill and Lack of responsibilities in keep appointments! Disrespect for Consumers,06-03-15,06-Mar-15,9:31:06 AM,Internet,Miami,Florida,33157,Solved,No
320369,exaggerated bill and Lack of responsibilities in keep appointments! Disrespect for Consumers,06-03-15,06-Mar-15,9:36:34 AM,Internet,Miami,Florida,33157,Open,No
340521,Failure to connect service,15-06-15,15-Jun-15,9:51:39 AM,Internet,Miami,Florida,33133,Solved,No
352345,COMCAST WILL NOT CANCEL MY ACCOUNT,19-06-15,19-Jun-15,3:42:43 PM,Customer Care Call,Miami,Florida,33150,Solved,No
356421,Problems with Comcast xfinity Internet service,22-06-15,22-Jun-15,4:17:32 PM,Internet,Miami,Florida,33145,Solved,No
363477,"Paying for 50 Mbps from Comcast, only receiving 0.37 Mbps",24-06-15,24-Jun-15,9:21:29 PM,Customer Care Call,Miami,Florida,33131,Open,No
365368,Comcast internet billing,25-06-15,25-Jun-15,2:12:52 PM,Internet,Miami,Florida,33157,Open,Yes
367258,Comcast Internet being slow,25-06-15,25-Jun-15,11:06:47 PM,Internet,Miami,Florida,33194,Pending,No
369434,Comcast New SignUp billing bait-and-switch,26-06-15,26-Jun-15,9:54:59 PM,Internet,Miami,Florida,33125,Pending,No
365082,Billing,25-06-15,25-Jun-15,1:26:23 PM,Internet,Miami Gardens,Florida,33056,Solved,No
355079,Lack of internet speed,22-06-15,22-Jun-15,8:28:43 AM,Customer Care Call,Middleboro,Massachusetts,2346,Closed,No
262747,Comcast Poor Customer Services and Commitment,28-04-15,28-Apr-15,7:15:01 PM,Internet,Middleburg,Florida,32068,Closed,No
223841,new fcc internet rules slowing down system,04-08-15,04-Aug-15,12:24:52 PM,Internet,Middletown,Connecticut,6457,Closed,No
359483,Unfair pricing,23-06-15,23-Jun-15,5:24:45 PM,Customer Care Call,Middletown,Maryland,21769,Solved,Yes
268773,Poor service from Comcast Xfinity,05-01-15,05-Jan-15,2:01:54 PM,Internet,Milford,Delaware,19963,Open,No
360989,Internet and Cable Billing,24-06-15,24-Jun-15,9:13:25 AM,Internet,Milford,Delaware,19963,Solved,No
238264,Comcast,15-04-15,15-Apr-15,9:08:43 PM,Customer Care Call,Milford,Michigan,48380,Closed,No
277544,Comcast charging me for items I do not want/asked for,05-07-15,05-Jul-15,4:04:35 AM,Customer Care Call,Mill Creek,Washington,98012,Solved,No
359345,Internet throttling,23-06-15,23-Jun-15,4:49:35 PM,Internet,Mill Creek,Washington,98012,Solved,No
221961,Comcast - new service (ridiculously inept + not close to the speed told) added and incorrect charges on the first bill - hoping I would not notice,04-07-15,04-Jul-15,2:39:40 PM,Customer Care Call,Mill Valley,California,94941,Closed,No
335917,"Second Complaint ""Comcast not honoring Marketing Materials""",06-11-15,06-Nov-15,8:14:04 PM,Customer Care Call,Mill Valley,California,94941,Closed,No
353068,"Comcast committing ""Bait and Switch Fraud""",19-06-15,19-Jun-15,7:38:35 PM,Customer Care Call,Mill Valley,California,94941,Solved,No
333619,Worst customer service with no resolution,06-10-15,06-Oct-15,6:32:17 PM,Customer Care Call,Milpitas,California,95035,Solved,No
362974,Comcast,24-06-15,24-Jun-15,5:38:10 PM,Customer Care Call,Milpitas,California,95035,Open,No
362991,Comcast billing issues,24-06-15,24-Jun-15,5:44:30 PM,Customer Care Call,Milpitas,California,95035,Closed,No
361800,Paying for high speed internet and receiving low speeds,24-06-15,24-Jun-15,12:57:08 PM,Internet,Milton,Delaware,19968,Open,Yes
325690,Unwilling to provide a refund for charging rent on a modem,06-05-15,06-May-15,3:18:48 PM,Customer Care Call,Milton,Vermont,5468,Solved,No
282824,Internet connectivity issues,05-11-15,05-Nov-15,1:33:11 AM,Customer Care Call,Milwaukie,Oregon,97222,Solved,No
358736,Comcast has raised my bill twice without warning,23-06-15,23-Jun-15,2:45:47 PM,Customer Care Call,Minneapolis,Minnesota,55419,Solved,No
366782,"Comcast charges me for 25m connection, Get 5 down/11 up",25-06-15,25-Jun-15,6:47:54 PM,Internet,Minneapolis,Minnesota,55404,Solved,No
248414,Comcast Business not honoring signed contract,21-04-15,21-Apr-15,3:54:00 PM,Customer Care Call,Minnetonka,Minnesota,55435,Closed,No
271592,Transfer of services,05-04-15,05-Apr-15,1:18:44 PM,Internet,Miramar,Florida,33025,Solved,No
338831,COMCAST NIGHTMARE,13-06-15,13-Jun-15,10:53:23 AM,Internet,Miramar,Florida,33027,Solved,No
353876,CHARGED ERRONEOUS FEE ON BILL,20-06-15,20-Jun-15,2:19:44 PM,Customer Care Call,Miramar,Florida,33027,Solved,No
251622,i need help pleas,23-04-15,23-Apr-15,5:10:45 AM,Customer Care Call,Mobile,Alabama,36609,Closed,No
336981,Discriminatory tiered pricing and traffic limitations by Comcast.,06-12-15,06-Dec-15,1:17:37 PM,Internet,Mobile,Alabama,36608,Closed,Yes
362644,Comcast thieves,24-06-15,24-Jun-15,4:17:31 PM,Internet,Modesto,California,95350,Open,No
366339,Low internet quality,25-06-15,25-Jun-15,4:45:36 PM,Customer Care Call,Modesto,California,95355,Open,No
233894,False Advertisement,14-04-15,14-Apr-15,9:23:42 AM,Internet,Mokelumne Hill,California,95245,Closed,No
283148,Comcast Targeted Blocking of Content,05-11-15,05-Nov-15,11:12:44 AM,Internet,Mokena,Illinois,60448,Solved,No
354707,Slow Internet / Monopoly Area,21-06-15,21-Jun-15,3:20:59 PM,Customer Care Call,Monmouth Junction,New Jersey,8852,Solved,No
248868,Data cap,21-04-15,21-Apr-15,6:48:01 PM,Internet,Monroe,Georgia,30655,Closed,No
241769,Data Cap 300gb,17-04-15,17-Apr-15,3:05:38 PM,Customer Care Call,Monroe,Louisiana,71201,Closed,No
361187,Comcast Usage Limit,24-06-15,24-Jun-15,10:26:50 AM,Internet,Monroe,Louisiana,71201,Solved,No
367035,Comcast Billing for Late Payment/Disconnect due to their error,25-06-15,25-Jun-15,8:40:40 PM,Internet,Monroe,Louisiana,71203,Solved,No
365393,Internet Service Down,25-06-15,25-Jun-15,2:17:07 PM,Customer Care Call,Monroe,New Jersey,8831,Solved,No
326658,spam,06-06-15,06-Jun-15,11:26:31 AM,Customer Care Call,Montclair,New Jersey,7043,Solved,No
318059,Failure to resolve Internet outages,06-01-15,06-Jan-15,11:37:10 PM,Internet,Monterey,California,93940,Closed,No
293497,Comcast internet service that I was NEVER able to use,16-05-15,16-May-15,4:13:08 PM,Internet,Montgomery,Illinois,60538,Solved,No
334592,Comcast Account Issues/Customer Service Complaints,06-11-15,06-Nov-15,12:17:26 PM,Internet,Montgomery,Illinois,60538,Solved,No
219305,comcast internet,04-06-15,04-Jun-15,12:24:25 PM,Customer Care Call,Montverde,Florida,34756,Closed,No
329291,ads for website,06-08-15,06-Aug-15,6:42:26 PM,Customer Care Call,Monument,Colorado,80132,Closed,No
359082,"Comcast is awful, lies, and is corrupt",23-06-15,23-Jun-15,3:52:08 PM,Customer Care Call,Morgantown,West Virginia,26508,Open,No
361310,Internet Freezing,24-06-15,24-Jun-15,10:54:16 AM,Customer Care Call,Morgantown,West Virginia,26508,Solved,No
292335,Unannouced service outage not caused by weather,15-05-15,15-May-15,4:04:09 PM,Customer Care Call,Morrisville,Pennsylvania,19067,Solved,No
370929,COMCAST DATA CAP IS BULLCRAP,28-06-15,28-Jun-15,1:37:22 PM,Customer Care Call,Morrow,Georgia,30260,Pending,No
244444,Receiving bill for account that was supposed to be cancelled,20-04-15,20-Apr-15,11:46:41 AM,Internet,Morton Grove,Illinois,60053,Closed,Yes
367029,Comcast,25-06-15,25-Jun-15,8:37:47 PM,Internet,Mounds View,Minnesota,55112,Solved,No
222424,Comcast refusing to run lines,04-07-15,04-Jul-15,4:57:45 PM,Internet,Mount Airy,Maryland,21771,Closed,No
225582,Comcast unreliable speed/ service,04-08-15,04-Aug-15,11:36:27 PM,Customer Care Call,Mount Joy,Pennsylvania,17552,Closed,No
289584,Internet service,14-05-15,14-May-15,11:52:27 AM,Customer Care Call,Mount Juliet,Tennessee,37122,Solved,No
298788,Internet service,20-05-15,20-May-15,11:23:14 AM,Customer Care Call,Mount Juliet,Tennessee,37122,Closed,No
298793,Internet service,20-05-15,20-May-15,11:24:39 AM,Internet,Mount Juliet,Tennessee,37122,Solved,No
360730,Comcast slow speeds and lying about prices,24-06-15,24-Jun-15,1:39:44 AM,Customer Care Call,Mount Juliet,Tennessee,37122,Solved,No
245317,Billing Issues,20-04-15,20-Apr-15,4:19:26 PM,Internet,Mount Laurel,New Jersey,8054,Closed,No
367099,Unfair Comcast billing practices,25-06-15,25-Jun-15,9:11:31 PM,Internet,Mount Laurel,New Jersey,8054,Open,No
270193,Comcast charging me monthly fees for equipment rental when I own the equipment,05-02-15,05-Feb-15,4:36:59 PM,Internet,Mount Pleasant,South Carolina,29464,Closed,No
300720,"Comcast refuses to credit erroneous overcharges due to deceptive ""promotional"" rates",21-05-15,21-May-15,12:40:22 AM,Internet,Mount Pleasant,South Carolina,29464,Solved,No
358657,Comcast Data Cap,23-06-15,23-Jun-15,2:28:54 PM,Customer Care Call,Mount Pleasant,South Carolina,29466,Solved,No
311889,"Comcast installation date of June 22, 2015",28-05-15,28-May-15,3:39:29 PM,Customer Care Call,Mount Prospect,Illinois,60056,Solved,No
219795,Comcast refusing to provide continued service promised/advertised in writing,04-06-15,04-Jun-15,3:09:20 PM,Customer Care Call,Mountain View,California,94040,Closed,No
257803,Required $100 deposit to open an account,26-04-15,26-Apr-15,4:01:50 PM,Customer Care Call,Mountain View,California,94040,Closed,No
265613,comcast,29-04-15,29-Apr-15,11:06:07 PM,Customer Care Call,Mt. Airy,Maryland,21771,Closed,No
336745,Cap on Comcast Data,06-12-15,06-Dec-15,12:05:36 PM,Customer Care Call,Mt. Juliet,Tennessee,37122,Solved,No
260732,Comcast Internet down since 4/25 with no resolve,28-04-15,28-Apr-15,9:35:22 AM,Customer Care Call,Mt. Pleasant,South Carolina,29464,Closed,No
240017,FALSE CHARGES & REFUSAL TO CREDIT,16-04-15,16-Apr-15,4:53:02 PM,Customer Care Call,Mt. Plymouth,Florida,32776,Closed,No
312724,Commercials burning data,28-05-15,28-May-15,10:19:27 PM,Internet,Murfreesboro,Tennessee,37128,Pending,No
315373,Comcast,30-05-15,30-May-15,6:59:10 PM,Customer Care Call,Murfreesboro,Tennessee,37129,Pending,No
318304,Comcast Internet Complaint,06-02-15,06-Feb-15,10:07:23 AM,Customer Care Call,Murfreesboro,Tennessee,37129,Closed,No
326309,Over charging for Internet,06-05-15,06-May-15,8:19:51 PM,Customer Care Call,Murfreesboro,Tennessee,37128,Closed,No
354336,Comcast Data Policy and Lies,20-06-15,20-Jun-15,9:31:57 PM,Customer Care Call,Murfreesboro,Tennessee,37128,Solved,No
357373,Comcast/Xfinity customer service and billing,23-06-15,23-Jun-15,12:03:31 AM,Internet,Murfreesboro,Tennessee,37130,Solved,No
373211,Comcast Data Cap,29-06-15,29-Jun-15,5:43:17 PM,Internet,Murfreesboro,Tennessee,37127,Open,No
360476,Throttling bandwidth.,23-06-15,23-Jun-15,11:07:54 PM,Customer Care Call,Murfressboro,Tennessee,37129,Solved,Yes
330284,Comcast billing,06-09-15,06-Sep-15,12:44:05 PM,Internet,Murphys,California,95247,Solved,No
315456,Comcast service,30-05-15,30-May-15,9:21:41 PM,Internet,Murray,Utah,84123,Open,No
299334,Comcast Data Overage Charges,20-05-15,20-May-15,2:27:55 PM,Internet,Muscle Shoals,Alabama,35661,Open,No
244072,Dishonest Billing Practices,20-04-15,20-Apr-15,4:28:08 AM,Customer Care Call,Muskegon,Michigan,49441,Closed,No
260444,Dishonest Billing Practices and Lying,27-04-15,27-Apr-15,10:30:16 PM,Customer Care Call,Muskegon,Michigan,49441,Closed,No
338510,Comcast,06-12-15,06-Dec-15,9:51:40 PM,Internet,Muskegon,Michigan,49445,Solved,No
364033,comcast lowering internet speeds on constant basis,25-06-15,25-Jun-15,9:54:52 AM,Customer Care Call,Muskegon,Michigan,49442,Solved,No
352201,Comcast lies to the customer just to get them off the phone,19-06-15,19-Jun-15,3:02:43 PM,Internet,My. Juliet,Tennessee,37122,Solved,No
363200,Internet,24-06-15,24-Jun-15,6:57:24 PM,Customer Care Call,Nanticoke,Pennsylvania,18634,Solved,No
253407,No package/pricing information from Comcast for San Francisco,23-04-15,23-Apr-15,5:06:38 PM,Internet,Napa,California,94558,Closed,Yes
218000,Fraudulent charges and poor or no service,04-04-15,04-Apr-15,4:23:33 PM,Internet,Naperville,Illinois,60540,Closed,No
342174,Speed for internet nowhere close to claims,15-06-15,15-Jun-15,7:21:52 PM,Internet,Naperville,Illinois,60564,Solved,No
224670,Comcast took my account info,04-08-15,04-Aug-15,4:02:43 PM,Internet,Naples,Florida,34102,Closed,No
227819,"Over Billing, No reason code for excess billing, fraud - IMO",04-09-15,04-Sep-15,9:31:47 PM,Internet,Naples,Florida,34113,Closed,No
234527,Unreliable Internet Service,14-04-15,14-Apr-15,12:48:34 PM,Internet,Naples,Florida,34119,Closed,No
223053,Comcast caught in 3 lies,04-07-15,04-Jul-15,10:13:21 PM,Internet,Naples,Florida,34113,Closed,No
257986,no bill,26-04-15,26-Apr-15,8:04:51 PM,Customer Care Call,Naples,Florida,34119,Closed,No
309173,BAIT and SWITCH Product Offerings for Internet BLAST Service,27-05-15,27-May-15,12:45:20 PM,Customer Care Call,Naples,Florida,34104,Solved,No
324913,Comcast Charges Modem Rental But Modem was Returned 3 Years Ago,06-05-15,06-May-15,10:51:32 AM,Internet,Naples,Florida,34102,Solved,No
334798,Comcast internet,06-11-15,06-Nov-15,1:17:55 PM,Internet,Naples,Florida,34117,Solved,No
349460,Comcast Bundle Availability Complaint,18-06-15,18-Jun-15,3:23:27 PM,Customer Care Call,Naples,Florida,34113,Open,Yes
217806,comcast connection issues,04-04-15,04-Apr-15,1:43:01 PM,Internet,Nashville,Tennessee,37221,Closed,No
224049,Unauthorized change in charges,04-08-15,04-Aug-15,1:22:50 PM,Internet,Nashville,Tennessee,37220,Closed,No
237368,availabilty,15-04-15,15-Apr-15,2:54:59 PM,Internet,Nashville,Tennessee,37210,Closed,No
243615,data allowance,19-04-15,19-Apr-15,12:55:40 PM,Customer Care Call,Nashville,Tennessee,37211,Closed,No
273991,Comcast Billing Issues,05-05-15,05-May-15,2:29:17 PM,Customer Care Call,Nashville,Tennessee,37212,Closed,No
293999,Comcast Data Usage - Deceptive Practice,17-05-15,17-May-15,1:44:47 PM,Customer Care Call,Nashville,Tennessee,37208,Solved,No
294329,Comcast's Data Cap,18-05-15,18-May-15,7:54:39 AM,Internet,Nashville,Tennessee,37221,Pending,No
306848,"Comcast is limiting my access to data by using ""Data Caps""",26-05-15,26-May-15,11:36:57 AM,Internet,Nashville,Tennessee,37209,Solved,No
325552,Comcast attempting to circumvent net Neutrality policies,06-05-15,06-May-15,2:33:12 PM,Customer Care Call,Nashville,Tennessee,37204,Solved,Yes
337027,Comcast data cap,06-12-15,06-Dec-15,1:31:47 PM,Customer Care Call,Nashville,Tennessee,37214,Solved,No
341949,Comcast Downgraded service with no notification,15-06-15,15-Jun-15,5:38:24 PM,Customer Care Call,Nashville,Tennessee,37207,Closed,No
345677,Comcast Internet,17-06-15,17-Jun-15,1:30:10 PM,Customer Care Call,Nashville,Tennessee,37212,Open,No
347734,Comcast data caps in currently uncompetitive Nashville market,18-06-15,18-Jun-15,12:31:29 AM,Customer Care Call,Nashville,Tennessee,37211,Open,No
355447,Comcast- not responsive to multiple requests for service,22-06-15,22-Jun-15,11:41:30 AM,Customer Care Call,Nashville,Tennessee,37221,Solved,No
360239,Comcast is stealing from me,23-06-15,23-Jun-15,9:45:51 PM,Customer Care Call,Nashville,Tennessee,37211,Solved,No
358345,Comcast horrible service,23-06-15,23-Jun-15,1:30:08 PM,Internet,Nashville,Tennessee,37207,Solved,No
363629,Intermittent drops of service,24-06-15,24-Jun-15,10:37:51 PM,Customer Care Call,Nashville,Tennessee,37207,Open,No
360837,Overage charges,24-06-15,24-Jun-15,4:31:16 AM,Internet,Nashville,Tennessee,37206,Solved,No
362276,Comcast refund,24-06-15,24-Jun-15,2:59:08 PM,Internet,Nashville,Tennessee,37211,Solved,No
362982,Comcast Speeds Not as Advertised,24-06-15,24-Jun-15,5:41:59 PM,Customer Care Call,Nashville,Tennessee,37203,Open,No
368055,comcast data cap,26-06-15,26-Jun-15,12:41:14 PM,Customer Care Call,Nashville,Tennessee,37209,Pending,No
376303,Comcast Internet,30-06-15,30-Jun-15,11:08:15 PM,Customer Care Call,Nashville,Tennessee,37217,Open,No
293734,Lost Internet Service,16-05-15,16-May-15,9:46:00 PM,Internet,Naugatuck,Connecticut,6770,Open,No
245435,Low wifi,20-04-15,20-Apr-15,4:55:42 PM,Internet,New Bedford,Massachusetts,2745,Closed,No
289153,Issue with Internet speed,14-05-15,14-May-15,7:12:34 AM,Customer Care Call,New Bedford,Massachusetts,2745,Solved,No
337555,Comcast Internet Complaint,06-12-15,06-Dec-15,4:13:39 PM,Customer Care Call,New Bedford,Massachusetts,2741,Open,Yes
257189,internet problems,25-04-15,25-Apr-15,5:30:54 PM,Internet,New Buffalo,Michigan,49117,Closed,No
256792,Comcast service problems for months; charging without fixng the issue,25-04-15,25-Apr-15,11:34:25 AM,Internet,New Haven,Connecticut,6512,Closed,No
352910,Horrible customer service; could not help me - lied to by supervisor,19-06-15,19-Jun-15,6:22:46 PM,Customer Care Call,New Haven,Connecticut,6511,Solved,No
352186,Comcast false advertising,19-06-15,19-Jun-15,2:59:01 PM,Internet,New Hudson,Michigan,48165,Solved,No
260134,Comcast Business internet,27-04-15,27-Apr-15,7:34:07 PM,Customer Care Call,New Palestine,Indiana,46163,Closed,No
212228,Comcast Lied About Pricing And Installation,04-01-15,04-Jan-15,2:29:41 PM,Customer Care Call,Newark,California,94560,Closed,No
358644,Comcast- Unfair Pricing Tactics,23-06-15,23-Jun-15,2:27:21 PM,Internet,Newark,California,94560,Solved,No
337000,overcharges,06-12-15,06-Dec-15,1:26:23 PM,Internet,Newark,Delaware,19713,Solved,No
360928,Comcast is a monopoly,24-06-15,24-Jun-15,8:25:27 AM,Internet,Newburyport,Massachusetts,1950,Solved,No
267727,Comcast is cheating me,30-04-15,30-Apr-15,10:43:47 PM,Internet,Newcastle,Washington,98059,Closed,No
212595,overcharged,04-01-15,04-Jan-15,4:23:47 PM,Internet,Newman,California,95360,Closed,No
218108,Comcast Business Phone/Internet Contract Disagreement,04-04-15,04-Apr-15,6:39:55 PM,Internet,Newnan,Georgia,30265,Closed,No
234888,Unable to cancel comcast service,14-04-15,14-Apr-15,2:22:59 PM,Customer Care Call,Newtown,Pennsylvania,18940,Closed,No
353376,Misleading information regarding contract leads to $200 unresolved early term fee,19-06-15,19-Jun-15,11:39:55 PM,Internet,Nicholls,Georgia,31554,Closed,No
337050,Comcast Issues,06-12-15,06-Dec-15,1:35:00 PM,Internet,Noblesville,Indiana,46062,Solved,No
340657,Internet Down,15-06-15,15-Jun-15,11:03:49 AM,Internet,Norcross,Georgia,30092,Solved,No
375155,Comcast Failure of Service,30-06-15,30-Jun-15,3:19:55 PM,Internet,Norcross,Georgia,30093,Open,No
370502,Comcast Throttling my Internet Connection,27-06-15,27-Jun-15,8:17:48 PM,Customer Care Call,Norristown,Pennsylvania,19401,Pending,No
